name,sdf_file,mass_kg,x_init,y_init,z_init,roll_init,pitch_init,yaw_init
2_of_Jenga_Classic_Game,/home/jarret/IMPACT/OBJECTS/2_of_Jenga_Classic_Game/model.sdf,7.799999999999998,-0.1836864402143502,-0.3334968656435825,0.0,-0.28093990813377356,0.5095090048083186,2.098461408797287
5_HTP,/home/jarret/IMPACT/OBJECTS/5_HTP/model.sdf,2.3999999999999995,0.4915354585771371,-0.15102482357680236,0.0,-1.045557228689887,-1.7068615896969226,-1.851110798655902
adistar_boost_m,/home/jarret/IMPACT/OBJECTS/adistar_boost_m/model.sdf,3.2999999999999994,-0.17206767898698483,-0.2709392070267701,0.0,-0.3036757331439959,-0.6360959192141622,-2.6885163522498416
Aroma_Stainless_Steel_Milk_Frother_2_Cup,/home/jarret/IMPACT/OBJECTS/Aroma_Stainless_Steel_Milk_Frother_2_Cup/model.sdf,7.499999999999998,0.47461681253243215,-0.386987741423482,0.0,-1.3793784385144077,-0.15416144839813084,3.0179021923391574
Black_Decker_Stainless_Steel_Toaster_4_Slice,/home/jarret/IMPACT/OBJECTS/Black_Decker_Stainless_Steel_Toaster_4_Slice/model.sdf,0.6,-0.14415680560443955,-0.4268929049594974,0.0,-0.18002252124462448,1.4706952955234769,-2.502305155945209
Chefmate_8_Frypan,/home/jarret/IMPACT/OBJECTS/Chefmate_8_Frypan/model.sdf,7.299999999999999,0.03736076308578895,-0.3864717063782629,0.0,-0.38600354652005553,-1.6255244806112699,-2.6232191046328532
Cole_Hardware_Hammer_Black,/home/jarret/IMPACT/OBJECTS/Cole_Hardware_Hammer_Black/model.sdf,6.899999999999999,0.2981219692913414,0.3389457233205313,0.0,3.076471720145647,-0.48029499777961826,2.5830971346660805
Creatine_Monohydrate,/home/jarret/IMPACT/OBJECTS/Creatine_Monohydrate/model.sdf,8.999999999999998,0.41946021522019483,-0.23619285266518286,0.0,1.2756629497567156,1.822011326043767,-1.2655525275426378
Down_To_Earth_Orchid_Pot_Ceramic_Lime,/home/jarret/IMPACT/OBJECTS/Down_To_Earth_Orchid_Pot_Ceramic_Lime/model.sdf,3.1999999999999993,0.33834680223258595,-0.08715150493318091,0.0,0.5705737794707595,-1.927371779794206,-0.11937348589935626
Ecoforms_Plant_Container_Urn_55_Mocha,/home/jarret/IMPACT/OBJECTS/Ecoforms_Plant_Container_Urn_55_Mocha/model.sdf,3.8999999999999995,0.37085990491195797,-0.2796249412500027,0.0,-0.639640613752336,-1.2939585287196116,-1.2382640416500743
Ecoforms_Plant_Saucer_S17MOCHA,/home/jarret/IMPACT/OBJECTS/Ecoforms_Plant_Saucer_S17MOCHA/model.sdf,5.699999999999999,-0.3115167555131624,-0.22525486756837498,0.0,-3.1240970459880404,-1.3946982376004822,1.697155920188397
Granimals_20_Wooden_ABC_Blocks_Wagon_g2TinmUGGHI,/home/jarret/IMPACT/OBJECTS/Granimals_20_Wooden_ABC_Blocks_Wagon_g2TinmUGGHI/model.sdf,5.099999999999999,-0.192812539782383,0.06478293504999388,0.0,-2.0366151225122797,1.5836215022277793,-1.3247476461524814
HeavyDuty_Flashlight,/home/jarret/IMPACT/OBJECTS/HeavyDuty_Flashlight/model.sdf,1.9999999999999996,-0.4911093590017861,0.1417942022700457,0.0,1.0172084060249436,-2.529266085825703,-0.03682372379669685
Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60,/home/jarret/IMPACT/OBJECTS/Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60/model.sdf,5.699999999999999,-0.16736934118201985,0.048488882424071456,0.0,0.4157029552562479,1.2711655276319096,1.438467881191964
KITCHEN_SET_CLASSIC_40HwCHfeG0H,/home/jarret/IMPACT/OBJECTS/KITCHEN_SET_CLASSIC_40HwCHfeG0H/model.sdf,4.899999999999999,0.3985925157091591,0.49038960199318093,0.0,-0.7733541096758336,1.3191221023354185,1.1536647669074842
Kong_Puppy_Teething_Rubber_Small_Pink,/home/jarret/IMPACT/OBJECTS/Kong_Puppy_Teething_Rubber_Small_Pink/model.sdf,5.899999999999999,0.27346329913347334,-0.07073720720708965,0.0,2.4372119885591337,2.2898992169025103,-1.715590991977949
Lenovo_Yoga_2_11,/home/jarret/IMPACT/OBJECTS/Lenovo_Yoga_2_11/model.sdf,4.1,-0.1430510909157383,0.3433837720625974,0.0,1.5279110872749184,2.9271306550357306,1.7159552458205667
Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black,/home/jarret/IMPACT/OBJECTS/Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black/model.sdf,9.799999999999997,0.4107282408285863,-0.12546448697135704,0.0,0.5651877724257743,-2.9572511409173314,-2.428863517125138
MK7,/home/jarret/IMPACT/OBJECTS/MK7/model.sdf,0.6,-0.3800466870417878,0.03982461613801014,0.0,-1.3059061603651303,-2.211989517166507,-2.8931598556577063
Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,/home/jarret/IMPACT/OBJECTS/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister/model.sdf,2.0999999999999996,-0.042861523702943494,-0.3969560254308738,0.0,2.653064920239167,1.3130308753636335,-1.9384663666069115
Nickelodeon_Teenage_Mutant_Ninja_Turtles_Leonardo,/home/jarret/IMPACT/OBJECTS/Nickelodeon_Teenage_Mutant_Ninja_Turtles_Leonardo/model.sdf,5.399999999999999,-0.012946136812904574,0.47425412205204565,0.0,-2.3391656969662953,-0.28325222452266274,-0.16318807806480962
Nickelodeon_Teenage_Mutant_Ninja_Turtles_Michelangelo,/home/jarret/IMPACT/OBJECTS/Nickelodeon_Teenage_Mutant_Ninja_Turtles_Michelangelo/model.sdf,7.099999999999999,-0.15989978636027202,0.3435660381354545,0.0,-0.6342130004744155,-2.7651729066134703,0.5454914320788826
Nikon_1_AW1_w11275mm_Lens_Silver,/home/jarret/IMPACT/OBJECTS/Nikon_1_AW1_w11275mm_Lens_Silver/model.sdf,9.099999999999998,0.2411369428260377,0.09835257578494627,0.0,0.3934994837555905,-1.3386584362660368,3.061533289893039
Nintendo_Mario_Action_Figure,/home/jarret/IMPACT/OBJECTS/Nintendo_Mario_Action_Figure/model.sdf,9.299999999999997,0.2179607430874958,-0.2205836637010501,0.0,0.2246875460439819,1.470748672933678,0.3843715593039194
Nintendo_Yoshi_Action_Figure,/home/jarret/IMPACT/OBJECTS/Nintendo_Yoshi_Action_Figure/model.sdf,2.0999999999999996,0.06727626920109298,-0.45588865628204045,0.0,-2.1481009848445787,-2.9314002090141704,-2.55331005387277
Pokémon_Omega_Ruby_Alpha_Sapphire_Dual_Pack_Nintendo_3DS,/home/jarret/IMPACT/OBJECTS/Pokémon_Omega_Ruby_Alpha_Sapphire_Dual_Pack_Nintendo_3DS/model.sdf,3.8999999999999995,-0.18406150659462028,-0.4698279193368675,0.0,0.32358204447579597,-1.7951767153460958,-1.1439556465657015
Polar_Herring_Fillets_Smoked_Peppered_705_oz_total,/home/jarret/IMPACT/OBJECTS/Polar_Herring_Fillets_Smoked_Peppered_705_oz_total/model.sdf,4.1,-0.26408787433995584,-0.2345637498417058,0.0,-0.764840587913532,-0.5673928144002067,-0.7339705109644505
Remington_1_12_inch_Hair_Straightener,/home/jarret/IMPACT/OBJECTS/Remington_1_12_inch_Hair_Straightener/model.sdf,0.9999999999999999,-0.04748526766708061,0.20190918735110897,0.0,0.6173071143294697,-2.0800683922792373,1.6816600666327721
Room_Essentials_Kitchen_Towels_16_x_26_2_count,/home/jarret/IMPACT/OBJECTS/Room_Essentials_Kitchen_Towels_16_x_26_2_count/model.sdf,6.699999999999998,-0.29846058205336967,0.4233012814320354,0.0,2.2655949434982983,-2.104762303267483,-1.301495704969529
Room_Essentials_Mug_White_Yellow,/home/jarret/IMPACT/OBJECTS/Room_Essentials_Mug_White_Yellow/model.sdf,4.199999999999999,-0.11983494236703351,0.15892527449725968,0.0,0.10340913807769558,1.8683624249658637,2.4019056971086146
Rubbermaid_Large_Drainer,/home/jarret/IMPACT/OBJECTS/Rubbermaid_Large_Drainer/model.sdf,2.4999999999999996,-0.0804867390157411,-0.12556072735606627,0.0,1.377015969353149,0.9098550736348203,2.7393788313312095
Schleich_Lion_Action_Figure,/home/jarret/IMPACT/OBJECTS/Schleich_Lion_Action_Figure/model.sdf,1.0999999999999999,-0.30223491888696385,-0.41143535237549045,0.0,2.3470661262209545,-0.9061158246787402,-1.9918752998918992
Seagate_Archive_HDD_8_TB_Internal_hard_drive_SATA_6Gbs_35_ST8000AS0002,/home/jarret/IMPACT/OBJECTS/Seagate_Archive_HDD_8_TB_Internal_hard_drive_SATA_6Gbs_35_ST8000AS0002/model.sdf,3.8999999999999995,-0.48194306900822825,0.4459870366230254,0.0,0.9310790644872879,-2.0948073711836663,1.7682262674291218
Shurtape_Gaffers_Tape_Silver_2_x_60_yd,/home/jarret/IMPACT/OBJECTS/Shurtape_Gaffers_Tape_Silver_2_x_60_yd/model.sdf,9.299999999999997,-0.43957793760382347,0.3399616273871998,0.0,2.1969820165782394,1.9811249024248951,-0.3766385458437509
Sonny_School_Bus,/home/jarret/IMPACT/OBJECTS/Sonny_School_Bus/model.sdf,1.6999999999999997,-0.19935060839052599,-0.101656239471688,0.0,-2.766872010858686,0.07477472983465994,0.3651129913581488
Squirrel,/home/jarret/IMPACT/OBJECTS/Squirrel/model.sdf,0.8999999999999999,0.20313938947938803,0.41415620305483136,0.0,2.692456494362901,2.7497181724201374,2.1598895615071783
Threshold_Basket_Natural_Finish_Fabric_Liner_Small,/home/jarret/IMPACT/OBJECTS/Threshold_Basket_Natural_Finish_Fabric_Liner_Small/model.sdf,9.499999999999998,0.13900721208462363,0.16142074902660253,0.0,-0.7538375587807726,-2.5326527282031233,0.6564839903335624
Timberland_Mens_Earthkeepers_Newmarket_6Inch_Cupsole_Boot,/home/jarret/IMPACT/OBJECTS/Timberland_Mens_Earthkeepers_Newmarket_6Inch_Cupsole_Boot/model.sdf,3.499999999999999,-0.19880281320172388,-0.3336960989834393,0.0,1.6501050100838004,-1.1882680126111533,-2.3938899817778942
Travel_Mate_P_series_Notebook,/home/jarret/IMPACT/OBJECTS/Travel_Mate_P_series_Notebook/model.sdf,5.899999999999999,0.38023334918161367,0.2997180912155035,0.0,-1.692184436110855,-1.5352862142402417,2.9656642324966764
U_By_Kotex_Sleek_Regular_Unscented_Tampons_36_Ct_Box,/home/jarret/IMPACT/OBJECTS/U_By_Kotex_Sleek_Regular_Unscented_Tampons_36_Ct_Box/model.sdf,6.699999999999998,0.4742747802627698,0.4050260140292441,0.0,-0.010322555895591279,2.464912903407601,-1.5611817256153842
Whey_Protein_Chocolate_12_Packets,/home/jarret/IMPACT/OBJECTS/Whey_Protein_Chocolate_12_Packets/model.sdf,1.5999999999999996,-0.008756010579099693,0.3121171095348998,0.0,1.7530427412648244,0.8024160902976605,-1.3849914189391745
Womens_Betty_Chukka_Boot_in_Salt_Washed_Red_AL2YrOt9CRy,/home/jarret/IMPACT/OBJECTS/Womens_Betty_Chukka_Boot_in_Salt_Washed_Red_AL2YrOt9CRy/model.sdf,2.4999999999999996,-0.36918870765633816,-0.28919379029124415,0.0,-1.6161375278440309,-2.9254061464923726,-1.7850657752118395
Xyli_Pure_Xylitol,/home/jarret/IMPACT/OBJECTS/Xyli_Pure_Xylitol/model.sdf,1.1999999999999997,0.09649117173285848,-0.3521430041836887,0.0,-2.904604042258772,0.47099494901514305,1.5825426155713842
YumYum_D3_Liquid,/home/jarret/IMPACT/OBJECTS/YumYum_D3_Liquid/model.sdf,3.0999999999999996,-0.47537716461549184,0.190550953101292,0.0,0.03974039097087889,2.6445718688047544,0.7709092452038004
