name,sdf_file,mass_kg,x_init,y_init,z_init,roll_init,pitch_init,yaw_init
2_of_Jenga_Classic_Game,/home/jarret/IMPACT/OBJECTS/2_of_Jenga_Classic_Game/model.sdf,2.3999999999999995,-2.3425947444575153,0.9090715833711118,0.0,0.6379731062272431,-0.023468767196819673,2.104594311736528
5_HTP,/home/jarret/IMPACT/OBJECTS/5_HTP/model.sdf,6.199999999999998,-0.43249386897186115,-0.3582739311398426,0.0,1.1990006439125418,-0.2712980412455064,2.2397480226301534
adistar_boost_m,/home/jarret/IMPACT/OBJECTS/adistar_boost_m/model.sdf,7.399999999999999,-1.3083757906580107,-0.4920384131247295,0.0,-1.60733421798157,-0.7192095865553325,2.9733473485713855
Aroma_Stainless_Steel_Milk_Frother_2_Cup,/home/jarret/IMPACT/OBJECTS/Aroma_Stainless_Steel_Milk_Frother_2_Cup/model.sdf,7.599999999999999,2.7037224518515233,-1.7377512960263397,0.0,-1.3612895820576634,-2.3478933071088512,-2.077814759770604
Black_Decker_Stainless_Steel_Toaster_4_Slice,/home/jarret/IMPACT/OBJECTS/Black_Decker_Stainless_Steel_Toaster_4_Slice/model.sdf,6.099999999999999,-1.9459914595927907,-2.0216426907051392,0.0,-3.1291648200459656,-2.6245386982147765,-1.914059831942354
Chefmate_8_Frypan,/home/jarret/IMPACT/OBJECTS/Chefmate_8_Frypan/model.sdf,1.6999999999999997,-2.6015553751496943,-1.4115101938025698,0.0,0.22749188883431382,-1.1934287282624174,1.8129879442475643
Cole_Hardware_Hammer_Black,/home/jarret/IMPACT/OBJECTS/Cole_Hardware_Hammer_Black/model.sdf,7.899999999999999,-2.7152284756136407,2.393382329987306,0.0,-1.189728366119442,-0.90203746512067,0.27582452717608996
Creatine_Monohydrate,/home/jarret/IMPACT/OBJECTS/Creatine_Monohydrate/model.sdf,6.299999999999999,0.42722075090483536,2.8488615286194987,0.0,2.9579327970438003,-1.3922158860658238,-1.6981485646112506
Down_To_Earth_Orchid_Pot_Ceramic_Lime,/home/jarret/IMPACT/OBJECTS/Down_To_Earth_Orchid_Pot_Ceramic_Lime/model.sdf,1.8999999999999997,2.89404084969191,1.2811795286605374,0.0,-1.197442876742754,0.6266228830353491,0.07243560423880435
Ecoforms_Plant_Container_Urn_55_Mocha,/home/jarret/IMPACT/OBJECTS/Ecoforms_Plant_Container_Urn_55_Mocha/model.sdf,7.499999999999998,0.6145431632500742,-1.3916811003240217,0.0,1.7955339131447907,-2.76862720503738,0.18953908414099008
Ecoforms_Plant_Saucer_S17MOCHA,/home/jarret/IMPACT/OBJECTS/Ecoforms_Plant_Saucer_S17MOCHA/model.sdf,1.7999999999999998,-0.10583908684876953,2.373884621494497,0.0,-1.0454480095244896,2.363416456420537,-1.8012253044181732
Granimals_20_Wooden_ABC_Blocks_Wagon_g2TinmUGGHI,/home/jarret/IMPACT/OBJECTS/Granimals_20_Wooden_ABC_Blocks_Wagon_g2TinmUGGHI/model.sdf,6.899999999999999,-2.9509997039536047,-2.5683116046972367,0.0,1.6175167389099565,1.8200470223264569,-1.4878626105841526
HeavyDuty_Flashlight,/home/jarret/IMPACT/OBJECTS/HeavyDuty_Flashlight/model.sdf,9.599999999999998,2.1488322669675366,2.66498859077461,0.0,-0.23539757692162366,2.216872566827095,-0.005058904192182467
Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60,/home/jarret/IMPACT/OBJECTS/Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60/model.sdf,3.2999999999999994,-2.116742833259045,2.4030464696581912,0.0,0.9315737053330881,-3.058682240555089,-1.664065605560165
KITCHEN_SET_CLASSIC_40HwCHfeG0H,/home/jarret/IMPACT/OBJECTS/KITCHEN_SET_CLASSIC_40HwCHfeG0H/model.sdf,4.499999999999999,1.1091080688934927,2.28740254711476,0.0,1.489069918047008,1.0303249571152149,2.9738793574475375
Kong_Puppy_Teething_Rubber_Small_Pink,/home/jarret/IMPACT/OBJECTS/Kong_Puppy_Teething_Rubber_Small_Pink/model.sdf,0.7,1.7145899323405143,-1.1003185915100362,0.0,-0.2825095360628165,-0.1857265011894933,2.8118773903546277
Lenovo_Yoga_2_11,/home/jarret/IMPACT/OBJECTS/Lenovo_Yoga_2_11/model.sdf,5.199999999999999,0.7281564245794092,-0.634557531484607,0.0,2.3688741701417175,1.8746339892896362,-3.0889735799509013
Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black,/home/jarret/IMPACT/OBJECTS/Logitech_Ultimate_Ears_Boom_Wireless_Speaker_Night_Black/model.sdf,2.9999999999999996,1.9898480447766298,1.9535239787376417,0.0,-2.4856018254170933,1.245146978569628,1.0207831418404059
MK7,/home/jarret/IMPACT/OBJECTS/MK7/model.sdf,8.799999999999999,0.3552948903737394,-1.6830160568080244,0.0,0.37697950525660406,-2.8187361599551695,-0.7467701244924321
